DTXSID_combined,Formula,Mass,Name,NumSpectra
DTXSID4041107,C4H12N2,88.100048,Putrescine,2.0
DTXSID4041521,C7H16N2O,144.126263,N-(3-Aminopropyl)morpholine,3.0
DTXSID4041864,C18H29NO3,307.214744,Dihydrocapsaicin,6.0
DTXSID4042254,C18H37NO2,299.282429,Palmitoyl Ethanolamide,3.0
DTXSID40430968,C31H36N4O5,544.26857,AG-041R,3.0
DTXSID40431935,C9H6BrN,206.968362,8-Bromoisoquinoline,3.0
DTXSID40434769,C23H17Br2ClO3S,565.895369,CAY10592,3.0
DTXSID40436485,C20H39O5P,390.253511,Palmitoyl 3-carbacyclic Phosphatidic Acid,3.0
DTXSID4044294,C10H13N4O8P,348.0471,Inosine 5'-monophosphate (IMP),6.0
DTXSID4044456,C4H5N3O,111.043262,Cytosine,2.0
DTXSID4044589,C6H10O4,146.057909,Monomethyl glutaric acid,6.0
DTXSID4045133,C15H14O6,290.079038,Epicatechin,1.0
DTXSID4045139,C9H10ClNO2,199.040006,p-Chlorophenylalanine,5.0
DTXSID4045216,C10H6N2O3,202.037842,AG-82,3.0
DTXSID4045262,C9H13NO2,167.094629,Pyrithyldione,3.0
DTXSID4045424,C14H16N4O3,288.12224,Piromidic Acid,3.0
DTXSID4045636,C19H12O8,368.053217,Diacerin,3.0
DTXSID4045890,C11H16N2O5,256.105922,Edoxudine,3.0
DTXSID4045892,C28H32O15,608.17412,Diosmin,6.0
DTXSID4045925,C15H14N4O6S2,410.035476,Ceftibuten,6.0
DTXSID4045927,C17H26ClN,279.175378,Sibutramine,3.0
DTXSID4045929,C33H42O19,742.232029,Troxerutin,3.0
DTXSID4045979,C5H12O5,152.068473,D-Arabitol,3.0
DTXSID4046020,C8H9NO3,167.058243,Pyridoxal (Vitamin B6),5.0
DTXSID4046022,C16H14ClN3O,299.08254,Chlordiazepoxide,5.0
DTXSID4046492,C22H27FN4O2,398.211804,Sunitinib,6.0
DTXSID4046947,C22H28N4O6,444.200885,Mitoxantrone,3.0
DTXSID4047044,C14H28O2,228.20893,Lauric Acid ethyl ester,3.0
DTXSID4047545,C13H26O2S,246.165351,3-Thiatetradecanoic Acid,3.0
DTXSID4048141,C14H16O9,328.079432,Bergenin,3.0
DTXSID4048147,C10H10O3,178.062994,4-Methoxycinnamic acid,3.0
DTXSID4048307,C27H33N9O15P2,785.157134,Flavin adenine dinucleotide (FAD),3.0
DTXSID4048351,C8H10NO6P,247.024574,Pyridoxal Phosphate,3.0
DTXSID4048353,C34H34N4O4,562.258006,Protoporphyrin,3.0
DTXSID4048480,C3H7O4P,138.008195,Fosfomycin,3.0
DTXSID4048486,C42H70O11,750.491813,Salinomycin,3.0
DTXSID4048563,C20H24N2O3,340.178693,Yohimbic Acid,6.0
DTXSID4048567,C22H21ClN2O8,476.098643,Meclocycline,6.0
DTXSID4049034,C14H20O7,300.120903,Salidroside,3.0
DTXSID40494580,C6H6N2O2,138.042927,2-Pyrimidine Acetic Acid,5.0
DTXSID40513326,C5H7N3,109.063997,4-Pyrimidine Methanamine,3.0
DTXSID4052180,C10H16O,152.120115,Perillyl alcohol,3.0
DTXSID4052342,C5H6N2O2,126.042927,Thymine,2.0
DTXSID4052558,C14H8O6,272.032088,Quinalizarin,3.0
DTXSID40576577,C19H39NO2,313.298079,R-Palmitoyl-(1-methyl) Ethanolamide,3.0
DTXSID4057891,C16H14ClN3O2,315.077454,AG-1478,3.0
DTXSID4058237,C32H49NO9,591.340732,Cevadine,3.0
DTXSID40591260,C5H7N3,109.063997,2-Aminomethylpyrimidine,3.0
DTXSID4059546,C9H9NO2,163.063329,p-Acetaminobenzaldehyde,6.0
DTXSID4060078,C7H6O4,154.026609,Gentisic acid,3.0
DTXSID4060365,C15H10O3,238.062994,3-Hydroxyflavone,5.0
DTXSID4060521,C6H7NO3S,173.014664,Piloty's Acid,3.0
DTXSID4062488,C10H12O4,196.073559,"Orsellinic Acid, Ethyl Ester",3.0
DTXSID4063454,C6H13NO4S,195.056529,2-(N-morpholino)ethanesulfonic acid,6.0
DTXSID40647291,C25H53NO7P,510.355965,1-Heptadecanoyl-sn-glycero-3-phosphocholine,3.0
DTXSID4064767,C30H50,410.391252,squalene,1.0
DTXSID40680163,C25H25NO3,387.183444,CAY10583,3.0
DTXSID40693935,C28H44N2O2,440.340279,Oleoyl Serotonin,3.0
DTXSID40693975,C25H37NO2,383.282429,UCM707,3.0
DTXSID40694003,C22H32O3,344.235145,(±)4-HDoHE,3.0
DTXSID40694008,C22H32O3,344.235145,(±)16-HDoHE,3.0
DTXSID40694028,C22H37NO,331.287515,"N,N-dimethyl arachidonoyl amine",3.0
DTXSID40706337,C15H18O3,246.125594,PPOH,2.0
DTXSID40724591,C44H81NO7P,766.575065,Eicosapentaenoyl PAF C-16,3.0
DTXSID4074512,C7H6O3,138.031694,"3,4-Dihydroxybenzaldehyde",6.0
DTXSID4074986,C6H14N2O2,146.105528,D-Lysine,3.0
DTXSID4074988,C15H10O6,286.047738,Luteolin,6.0
DTXSID40849612,C22H28O5,372.193674,16-phenyl-tetranor-PGE2,3.0
DTXSID40855591,C20H34O4,338.24571,11-deoxy PGF2ß,3.0
DTXSID40861672,C13H14N2O3,246.100442,N-Acetyl-DL-tryptophan,5.0
DTXSID40861894,C5H12O7P2,246.005826,Dimethylallyl diphosphate (DMAPP),3.0
DTXSID40862144,C6H11NO2,129.078979,DL-pipecolic acid,4.0
DTXSID40872905,C25H34O8,462.225368,Hydrocortisone succinate,6.0
DTXSID40873795,C22H24N2O8,444.153266,4-Epitetracycline,3.0
DTXSID40883233,C5H11NO2,117.078979,L-Valine,4.0
DTXSID40883394,C19H21NO4,327.147058,Boldine,3.0
DTXSID40891550,C15H14O7,306.073953,Epigallocatechin,3.0
DTXSID40891954,C18H36O6,348.251189,Dodecyl glucoside,3.0
DTXSID40895038,C5H13O14P3,389.951815,5-phosphoribosyl-1-diphosphate,3.0
DTXSID40903965,C27H46O2,402.349781,7a-hydroxy-cholesterol,1.0
DTXSID50144706,C16H24N4O2,304.189926,"1,3-Dipropyl-8-cyclopentylxanthine [DPCPX]",6.0
DTXSID50150620,C21H15N3O2,341.116427,Ro 31-6045,6.0
DTXSID50152881,C7H6ClNO4S,234.970606,4-Chloro-3-sulfamoylbenzoic acid,3.0
DTXSID50157932,C25H24N4O2,412.189926,Bisindolylmaleimide I,6.0
DTXSID50173935,C18H28O2,276.20893,"9,12-Octadecadiynoic Acid",5.0
DTXSID50175656,C17H14O4,282.089209,Chrysin Dimethyl Ether,3.0
DTXSID50175959,C9H7NO3,177.042593,5-Hydroxyindol-2-carboxylic acid,6.0
DTXSID50184344,C6H11NO3,145.073893,4-acetamidobutanoate,4.0
DTXSID50187991,C10H8N2O2S,220.030648,2-(2-pyridyl)-4-methyl-Thiazole-5-Carboxylic Acid,3.0
DTXSID50188024,C18H32O2,280.24023,17-Octadecynoic Acid,2.0
DTXSID50196785,C5H11N3O2,145.085127,4-(diaminomethylideneamino)butanoic acid,6.0
DTXSID50199519,C7H10O4,158.057909,"4,6-dioxoheptanoic acid",3.0
DTXSID5020021,C5H9NO3S,163.030314,Acetyl-L-Cysteine,6.0
DTXSID5020108,C9H8O4,180.042259,Aspirin,3.0
DTXSID5020231,C9H8O4,180.042259,Caffeic Acid,3.0
DTXSID5020233,C28H44O,396.339216,Vitamin D2 (Ergocalciferol),3.0
DTXSID5020364,C7H15Cl2N2O2P,260.02482,Cyclophosphamide,3.0
DTXSID5020366,C24H29ClO4,416.175437,Cyproterone acetate,2.0
DTXSID50203948,C5H7N3O,125.058912,5-Methylcytosine,3.0
DTXSID50205088,C9H10O5,198.052823,"2-Hydroxy-3,4-dimethoxybenzoic Acid",3.0
DTXSID5020576,C20H24O2,296.17763,17a-Ethinyl estradiol,2.0
DTXSID5020607,C24H38O4,390.27701,Dioctyl phthalate,3.0
DTXSID5020659,C5H9NO4,147.053158,L-Glutamate,5.0
DTXSID5020730,C9H7NO,145.052764,Oxyquinoline,3.0
DTXSID5020738,C10H9NO2,175.063329,3-Indoleacetic Acid,3.0
DTXSID50208175,C18H13ClFN3O,341.073118,a-Hydroxymidazolam,3.0
DTXSID5020944,C6H6N4O4,198.038905,Nitrofurazone,3.0
DTXSID50211649,C6H10O4,146.057909,3-Methylglutaric acid,4.0
DTXSID5021209,C7H10N2OS,170.051384,Propylthiouracil,3.0
DTXSID5021255,C13H21NO3,239.152144,Albuterol,6.0
DTXSID50212813,C5H5NO2,111.032028,Pyrrole-2-carboxylic acid,3.0
DTXSID5021336,C7H8N4O2,180.064726,Theophylline,5.0
DTXSID5021338,C12H15Cl2NO5S,355.004799,Thiamphenicol,3.0
DTXSID5021388,C8H5Cl3O3,253.930427,"2,4,5-Trichlorophenoxyacetic Acid",3.0
DTXSID5021419,C11H12N2O2,204.089878,L-Tryptophan,6.0
DTXSID5021590,C12H24O2,200.17763,Lauric acid,2.0
DTXSID5021839,C7H9N,107.073499,benzylazanium,3.0
DTXSID5022196,C7H10N2,122.084398,Desmethyl-betahistine(2-(2-aminoethyl)pyridine),3.0
DTXSID5022308,C15H10O5,270.052823,Genistein,6.0
DTXSID5022437,C18H22O4,302.151809,Nordihydroguaiaretic Acid,6.0
DTXSID5022489,C9H8O2,148.052429,trans-Cinnamic acid,4.0
DTXSID5022641,C10H12ClNO2,213.055656,Baclofen,3.0
DTXSID5022647,C15H14F3N3O4S2,421.037782,Bendroflumethiazide,3.0
DTXSID5022699,C17H20N2O5S,364.109292,Bumetanide,3.0
DTXSID5022774,C16H16N4O8S,424.068884,Cefuroxime,3.0
DTXSID5022801,C9H5Cl2NO,212.974819,Chloroxine,3.0
DTXSID5022855,C18H19ClN4,326.129824,Clozapine,6.0
DTXSID5022857,C21H28O5,360.193674,Cortisone,3.0
DTXSID5022938,C28H46O,398.354866,dihydrotachysterol,1.0
DTXSID5022984,C15H17FN4O3,320.128469,Enoxacin,3.0
DTXSID5022986,C9H13NO3,183.089543,(-)-Epinephrine,3.0
DTXSID5022988,C20H32O5,352.224974,Prostaglandin I2,3.0
DTXSID5023039,C8H15N7O2S3,337.044935,Famotidine,3.0
DTXSID5023168,C9H13N3O,179.105862,Iproniazid,3.0
DTXSID5023243,C15H15NO2,241.110279,Mefenamic acid,3.0
DTXSID5023322,C29H35NO2,429.266779,Mifepristone,2.0
DTXSID5023370,C21H26N2O7,418.174001,Nimodipine,6.0
DTXSID5023378,C8H11NO3,169.073893,Norepinephrine (noradrenaline),5.0
DTXSID5023538,C11H14N2S,206.087769,Pyrantel,3.0
DTXSID5023588,C6H14O6,182.079038,D-Sorbitol,6.0
DTXSID5023611,C11H12N4O3S,280.063011,Sulfamethoxypyridazine,6.0
DTXSID5023613,C11H12N4O3S,280.063011,Sulfameter,6.0
DTXSID5023615,C9H10N4O2S2,270.024517,Sulfamethizole,6.0
DTXSID5023661,C10H14N2O5,242.090272,Thymidine,3.0
DTXSID5023667,C21H28O2,312.20893,Tibolone,2.0
DTXSID5023742,C19H16O4,308.104859,(±)-Warfarin,6.0
DTXSID5023746,C31H33N3O6S,575.209007,Zafirlukast,6.0
DTXSID5023871,C19H23N3,293.189198,amitraz,3.0
DTXSID50239863,C9H6O3,162.031694,3-Hydroxycoumarin,3.0
DTXSID5024392,C9H9NO3,179.058243,p-Acetaminobenzoic acid,3.0
DTXSID5024475,C6H11NO2,129.078979,Cycloleucine,5.0
DTXSID5024506,C7H7NO3,153.042593,5-Aminosalicylic Acid,5.0
DTXSID5024845,C22H25NO6,399.168188,Colchicine,3.0
DTXSID5025780,C9H6N2O3,190.037842,4-Nitroquinoline-1-oxide,3.0
DTXSID50274355,C15H27O4P,302.164696,a-hydroxy Farnesyl Phosphonic Acid,4.0
DTXSID50274370,C15H9F6N5OS,421.0432,YM-58483,6.0
DTXSID50327512,C15H16ClN3O3,321.088019,NSC 663284,6.0
DTXSID50331533,C20H34O5,354.240624,11ß-PGF2a,2.0
DTXSID5033179,C5H6O5,146.021523,Oxoglutaric acid,3.0
DTXSID50344108,C28H46N2O2,442.355929,Stearoyl Serotonin,6.0
DTXSID50349638,C20H32O4,336.23006,12(S)-HpETE,1.0
DTXSID50357490,C15H14O3,242.094294,(R)-benzyl Mandelate,2.0
DTXSID5037022,C7H13NO3S,191.061614,N-Acetyl-DL-methionine,6.0
DTXSID5037072,C8H16O2,144.11503,Valproic Acid,2.0
DTXSID50376984,C10H8N2O2S,220.030648,2-(3-pyridyl)-4-methyl-Thiazole-5-Carboxylic Acid,3.0
DTXSID50390600,C20H32O3,320.235145,15(R)-HETE,2.0
DTXSID50392386,C23H20O7,408.120903,Ichthynone,3.0
DTXSID5040463,C6H12O6,180.063388,D-(+)-Mannose,3.0
DTXSID5040465,C22H32O2,328.24023,"(4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,1 6,19-Docosahexaenoic acid",6.0
DTXSID5040548,C5H11NO2S,149.051049,L-Methionine,6.0
DTXSID5040673,C10H10O4,194.057909,ferulic acid,3.0
DTXSID5040758,C22H25NO3,351.183444,AM-580,3.0
DTXSID5040966,C14H19NO4,265.131408,Anisomycin,3.0
DTXSID5041148,C6H6N2O2,138.042927,Urocanic acid,3.0
DTXSID50415286,C24H40O4,392.29266,Isohyodeoxycholic acid,2.0
DTXSID5041560,C19H32O2,292.24023,Methyl linolenate,3.0
DTXSID50424898,C22H27N5O,377.221561,HQL-79,6.0
DTXSID50424974,C27H26N2O3,426.194343,WIN 55212-2,3.0
DTXSID50425007,C20H36O4,340.26136,15(S)-HpEDE,1.0
DTXSID5042584,C25H29N3O2,403.225977,Metergoline,2.0
DTXSID50432099,C24H22N4O2,398.174276,Ro 31-7549,3.0
DTXSID50433041,C17H13BrClF2IN2O2,555.886168,PD 184161,6.0
DTXSID50433602,C24H34N2O2,382.262028,CAY10401,6.0
DTXSID5043764,C7H7ClN4O2,214.025753,8-Chlorotheophylline,3.0
DTXSID5044021,C5H9NO2,115.063329,L-Proline,5.0
DTXSID5044027,C30H40O4,464.29266,Pristimerin,3.0
DTXSID5044289,C17H25N3O2S,335.166748,Almotriptan,3.0
DTXSID5044491,C6H10N2O2,142.074228,Piracetam,3.0
DTXSID5044657,C20H21ClN2O4,388.118985,Fipexide,3.0
DTXSID5044946,C4H2N2O4,142.001457,Alloxan,3.0
DTXSID5045041,C5H12N4O3,176.09094,Canavanine,4.0
DTXSID5045043,C19H22ClN5O,371.151288,Trazodone,2.0
DTXSID5045122,C13H18ClNO2,255.102607,Alaproclate,3.0
DTXSID5045124,C22H35NO3,361.261694,NAGly,6.0
DTXSID5045174,C12H21N,179.1674,Memantine,3.0
DTXSID5045205,C23H26FN3O2,395.200905,Spiperone,6.0
DTXSID5045546,C17H20N2O5S,364.109292,Phenethicillin,3.0
DTXSID5045623,C14H12FNO3,261.080121,Flumequine,3.0
DTXSID5045625,C12H15N3O3,249.111341,Oxibendazole,6.0
DTXSID5045831,C17H15NO3,281.105193,Indoprofen,1.0
DTXSID5045833,C12H22O11,342.116212,Lactulose,3.0
DTXSID5045885,C7H4O3S,167.988115,Thioxolone,3.0
DTXSID5045889,C21H26Cl2O,364.136071,Clofoctol,3.0
DTXSID5045910,C21H23N3OS,365.156183,Periciazine,3.0
DTXSID5045960,C14H8O4,240.042259,Alizarin,2.0
DTXSID5046356,C8H15NO3,173.105193,Swainsonine,3.0
DTXSID5046647,C21H31O8P,442.175654,Hydrocortisone Phosphate,3.0
DTXSID5046720,C40H81NO8P,734.56998,"1,2-dipalmitoyl-sn-glycero-3-PC",3.0
DTXSID5046934,C16H18N2O4S,334.098728,Penicillin G,3.0
DTXSID5046988,C3H7NO2S,121.019749,cysteine,3.0
DTXSID50469941,C11H9FN6,244.087273,CGP 57380,6.0
DTXSID50471069,C12H11N3O,213.090212,CAY10572,6.0
DTXSID50472536,C22H19NO2,329.141579,N-(diphenylmethylene) Glycine benzyl ester,5.0
DTXSID5048186,C14H8I4O4,747.660131,Tetrac,3.0
DTXSID5048475,C15H24N2O3,280.178693,Mefexamide,3.0
DTXSID5048479,C17H19N3O4S,361.109627,Metampicillin,6.0
DTXSID5048972,C20H32N6O12S2,612.151962,"Glutathione, oxidized",4.0
DTXSID5049029,C23H31NO7S,465.182123,Sulprostone,3.0
DTXSID5049071,C25H44O5,424.318875,Unoprostone isopropyl ester,3.0
DTXSID5051440,C11H16N2O,192.126263,1- (2-Methoxyphenyl)Pierazine,3.0
DTXSID5051446,C6H7N3O,137.058912,6-Aminonicotinamide,3.0
DTXSID50515992,C14H24O4Si,284.144386,TBS-Corey Lactone Aldehyde,3.0
DTXSID5052626,C9H6O3,162.031694,Umbelliferone,3.0
DTXSID50557796,C26H55NO6PS,540.348771,2-thio-PAF,3.0
DTXSID50561075,C18H37NO4S,363.244329,N-palmitoyl taurine,6.0
DTXSID50580281,C20H14ClFN2O5,416.057527,CAY10597,3.0
DTXSID5059745,C8H8O3,152.047344,p-Hydroxyphenylacetic acid,1.0
DTXSID5059791,C9H10O4,182.057909,Homovanillic acid,3.0
DTXSID5060061,C8H8O4,168.042259,Phloracetophenone,3.0
DTXSID5061118,C10H8N2,156.068748,3-Indoleacetonitrile,3.0
DTXSID5061453,C2H8NO4P,141.019094,O-Phosphorylethanolamine,6.0
DTXSID50647242,C25H34N4O2S,454.240247,Tenovin-6,3.0
DTXSID50648375,C13H13F5O,280.088656,FKGK 11,3.0
DTXSID50648719,C26H28N4O2,428.221226,CAY10594,6.0
DTXSID50653141,C16H21NO4S,323.119129,MS-PPOH,5.0
DTXSID50655120,C13H15N3,213.126598,6-piperazin-1-yl-Isoquinoline,3.0
DTXSID50677185,C29H57NO10P,610.37201,PGPC,3.0
DTXSID50678596,C24H37NO2,371.282429,"Anandamide (22:6, n-3)",3.0
DTXSID50694014,C29H36O4,448.26136,Umbelliferyl Arachidonate,3.0
DTXSID50694019,C27H39NO2,409.298079,AM1172,6.0
DTXSID50694034,C23H36O3,360.266445,O-Arachidonoyl Glycidol,3.0
DTXSID50703034,C20H39NO,309.303165,Oleoyl Ethyl Amide,6.0
DTXSID50724582,C22H32O3,344.235145,(±)13-HDoHE,2.0
DTXSID5074977,C16H12O6,300.063388,Diplosalsalate,3.0
DTXSID5075159,C4H9NO3,119.058243,DL-Homoserine,4.0
DTXSID5075448,C5H14N2,102.115698,Cadaverine,3.0
DTXSID50822456,C20H36O6,372.251189,TXB1,3.0
DTXSID50849502,C22H32O4,360.23006,"10(S),17(S)-DiHDoHE",3.0
DTXSID50849507,C24H31F3O5,456.212359,17-trifluoromethylphenyl trinor PGF2a,3.0
DTXSID50849623,C22H34O5,378.240624,8-iso-16-cyclohexyl-tetranor Prostaglandin E2,3.0
DTXSID50858952,C33H40N2O9,608.273381,Isoreserpine,3.0
DTXSID50862594,C10H16O,152.120115,"Limonene-1,2-epoxide",3.0
DTXSID50865762,C3H9NO,75.068414,2-Aminopropanol,3.0
DTXSID50869280,C6H10N2O2,142.074228,Ectoine,1.0
DTXSID50872875,C22H34O3,346.250795,Ginkgolic Acid,3.0
DTXSID50873382,C19H16O4,308.104859,(-)-Warfarin,6.0
DTXSID50874031,C10H17N,151.1361,Amantadine,3.0
DTXSID50876136,C10H18N2O3,214.131742,d-Dethiobiotin,6.0
DTXSID50880076,C8H17N3,155.142248,Ethyldimethylaminopropyl Carbodiimide,3.0
DTXSID50883562,C9H14O5,202.084124,Diethyl Oxalpropionate,1.0
DTXSID50883845,C6H12O5,164.068473,L-Fucose,3.0
DTXSID50889322,C9H14N3O8P,323.051851,5'-CMP,6.0
DTXSID50893489,C36H38N2O6,594.272987,Bebeerine,3.0
DTXSID50893520,C28H50N2O2,446.387229,Xestospongin C,3.0
DTXSID50896995,C15H21N5O13P2,541.061109,cyclic adenosine diphosphate ribose,3.0
DTXSID50897508,C18H32O2,280.24023,Linoelaidic Acid,5.0
DTXSID60146993,C9H6ClNO2,195.008706,5-Chloroindole-2-Carboxylic Acid,3.0
DTXSID60147228,C15H17ClN2O2S,324.069926,ML-9,3.0
DTXSID60152594,C6H7N5S,181.042216,6-Methylthioguanine,3.0
DTXSID60154856,C14H13NO5,275.079373,HDBA,6.0
DTXSID60164192,C8H13NO6,219.074287,O-Succinyl-L-homoserine,3.0
DTXSID60165902,C23H21NO,327.162314,JWH 015,3.0
DTXSID60172676,C13H8O3,212.047344,2-Hydroxyxanthone,6.0
DTXSID60176811,C5H9NO2,115.063329,1-Aminocyclobutane Carboxylic Acid,3.0
DTXSID60183520,C7H8O3,140.047344,2-Methoxyresorcinol,3.0
DTXSID60184734,C10H10N2S,190.056469,2-amino-5-methyl-4-phenyl-Thiazole,3.0
DTXSID60184830,C8H10FNO2S,203.041628,4-Aminoethylbenzenesulfonyl Fluoride,3.0
DTXSID60194818,C10H11NO3,193.073893,2-Methylhippuric acid,2.0
DTXSID60197127,C11H15NO2,193.110279,p-Butylaminobenzoic acid,4.0
DTXSID60197208,C16H17NO4,287.115758,Lycorine,2.0
DTXSID60197384,C16H14O7,318.073953,Lecanoric acid,3.0
DTXSID6020143,C7H6O2,122.036779,Benzoic acid,2.0
DTXSID60203398,C26H26O6,434.172939,Lonchocarpic Acid,6.0
DTXSID60203535,C12H15NO3,221.105193,Hydrocotarnine,3.0
DTXSID60203696,C6H6N4O2,166.049075,7-Methylxanthine,2.0
DTXSID60203818,C14H12O3,228.078644,Xanthyletin,3.0
DTXSID60205756,C21H19ClFNO4S,435.070735,MK 0524,3.0
DTXSID6020644,C34H59NO15,721.38847,Fumonisin B1,3.0
DTXSID6020690,C13H6Cl6O2,403.849896,hexachlorophene,3.0
DTXSID6020692,C6H12N4,140.106196,Methenamine,3.0
DTXSID6020771,C16H14O3,254.094294,Ketoprofen,3.0
DTXSID6020779,C24H40O3,376.297745,Lithocholic acid,3.0
DTXSID6020804,C13H18Cl2N2O2,304.074533,Melphalan,3.0
DTXSID60209638,C11H14N2O,190.110613,5-Methoxytryptamine,3.0
DTXSID6021080,C17H19N3O3S,345.114712,Omeprazole,3.0
DTXSID6021117,C11H12N2O,188.094963,antipyrine,3.0
DTXSID6021290,C12H14N4O2S,278.083746,Sulfadimidine,3.0
DTXSID6021292,C11H13N3O3S,267.067762,Sulfisoxazole,3.0
DTXSID6021296,C24H26N2O6,438.179087,Suxibuzone,3.0
DTXSID60213250,C18H36O,268.276616,Stearaldehyde,2.0
DTXSID60214282,C15H14ClNO3,291.066221,Zomepirac,3.0
DTXSID6021581,C6H10O4,146.057909,"2,2-Dimethyl Succinic acid",5.0
DTXSID6021610,C7H6O3,138.031694,m-Salicylic acid,5.0
DTXSID6021664,C24H48O2,368.365431,Lignoceric acid,2.0
DTXSID6021666,C14H28O2,228.20893,Myristic acid,4.0
DTXSID6021824,C13H10Cl2O2,268.005785,Dichlorophene,3.0
DTXSID6022000,C2H7NO,61.052764,Ethanolamine,3.0
DTXSID6022341,C10H19N5O,225.15896,Prometon,3.0
DTXSID6022391,C15H10O5,270.052823,Apigenin,6.0
DTXSID6022393,C15H14O5,274.084124,Phloretin,3.0
DTXSID6022420,C8H11NO2,153.078979,Dopamine,5.0
DTXSID6022474,C21H30O4,346.214409,Corticosterone,3.0
DTXSID6022478,C27H32O14,580.179206,Naringin,6.0
DTXSID6022557,C5H5N5,135.054495,Adenine,3.0
DTXSID6022761,C16H17N5O7S2,455.056939,Cefotaxime,6.0
DTXSID6022844,C19H23ClN2,314.154976,Clomipramine,3.0
DTXSID6022846,C9H9Cl2N3,229.017353,Clonidine,3.0
DTXSID6022848,C16H16ClNO2S,321.059027,clopidogrel,3.0
DTXSID6022894,C23H32O4,372.23006,desoxycorticosterone acetate,3.0
DTXSID6022896,C18H22N2,266.178299,Demethylimipramine,3.0
DTXSID6022975,C10H14N4O4,254.101505,Dyphylline,3.0
DTXSID6023028,C2H8O7P2,205.974526,Etidronic acid,6.0
DTXSID6023101,C10H17N3O6S,307.083806,Glutathione,5.0
DTXSID6023153,C20H14I6N2O6,1139.511994,iodipamide,3.0
DTXSID6023155,C9H5I2NO,396.84605,Iodoquinol,3.0
DTXSID6023159,C11H12I3NO2,570.800208,Iopanoic acid,3.0
DTXSID6023232,C6H14N2O2,146.105528,L-Lysine,3.0
DTXSID6023234,C8H8O3,152.047344,R-(-)-Mandelic acid,2.0
DTXSID6023317,C18H20N2,264.162649,Mianserin,3.0
DTXSID6023319,C18H14Cl4N2O,413.986024,Miconazole,3.0
DTXSID6023367,C6H7NO,109.052764,Nicotinyl,3.0
DTXSID6023440,C19H32N2O5,368.231122,Perindopril,6.0
DTXSID6023442,C9H10N2O2,178.074228,Phenacemide,3.0
DTXSID6023571,C25H37NO4,415.272259,Salmeterol,3.0
DTXSID6023577,C17H17Cl2N,305.073805,Sertraline,3.0
DTXSID6023579,C22H30N6O4S,474.204924,Sildenafil,6.0
DTXSID6023602,C4H6O4,118.026609,Succinic acid,2.0
DTXSID6023608,C12H14N4O4S,310.073576,Sulfadoxine,3.0
DTXSID60236247,C15H12FNO2S,289.057278,GW 610,3.0
DTXSID6023652,C5H5N5S,167.026566,Thioguanine,6.0
DTXSID60236686,C10H10N2O,174.079313,Indole-3-acetamide,5.0
DTXSID6023731,C24H40O4,392.29266,Ursodeoxycholic acid,3.0
DTXSID6023735,C24H29N5O3,435.22704,Valsartan,6.0
DTXSID6023737,C17H27NO2,277.204179,Venlafaxine,3.0
DTXSID6024046,C10H14NO6P,275.055874,Paraoxon,3.0
DTXSID6024177,C2H8NO2PS,141.001336,Methamidophos,3.0
DTXSID6024466,C7H7NO2,137.047678,p-Aminobenzoic acid,4.0
DTXSID6024624,C21H24O4,340.167459,BADGE,3.0
DTXSID6024882,C15H23NO4,281.162708,Cycloheximide,2.0
DTXSID6025305,C6H12O3,132.078644,Ethyl 3-hydroxybutyrate,3.0
DTXSID6025307,C20H34O2,306.25588,Linolenic Acid ethyl ester,3.0
DTXSID6025355,C5H8O2,100.052429,Glutaral (Glutaraldehyde),2.0
DTXSID6025438,CH4N2O2,76.027277,hydroxyurea,3.0
DTXSID6026294,C27H44O,384.339216,Vitamin D3 / Cholecalciferol (Vitamin D3) skeleton,2.0
DTXSID6027137,C18H35NO,281.271865,Oleamide,1.0
DTXSID60274386,C22H29ClO6,424.165266,(+)-5-trans Cloprostenol,3.0
DTXSID60274402,C26H26N4O3,442.200491,Gö 6983,6.0
DTXSID60276406,C20H30O5,350.209324,Lipoxin A5,3.0
DTXSID60276426,C24H36O2,356.27153,Docosahexaenoic Acid ethyl ester,3.0
DTXSID60276724,C20H34O4,338.24571,11-deoxy PGF2a,3.0
DTXSID60292303,C8H9NO3,167.058243,2-Amino-3-methoxy-benzoic acid,3.0
DTXSID60310354,C29H46O4,458.33961,Neotigogenin Acetate,3.0
DTXSID60322018,C7H10N2O2S,186.046298,ethyl-2-amino-4-methyl-Thiazole-5-Carboxylate,5.0
DTXSID60328318,C16H33NO2,271.251129,2-aminohexadecanoic acid,5.0
DTXSID6034972,C10H14O,150.104465,Thymol,5.0
DTXSID6035106,C4H9NO2,103.063329,?-Aminobutryic acid,4.0
DTXSID60369423,C14H11F3N2OS,312.054418,XAV939,6.0
DTXSID6037063,C17H22N2O3,302.163043,Trichostatin A,6.0
DTXSID60390590,C22H36O4,364.26136,"11-deoxy-16,16-dimethyl-PGE2",3.0
DTXSID60390595,C20H28O4,332.198759,PGA3,4.0
DTXSID60398112,C11H12O5,224.068473,"Haematommic Acid, Ethyl Ester",3.0
DTXSID6040531,C23H34O5,390.240624,Latanoprost (free acid),6.0
DTXSID6040533,C25H40N2O6S,496.260708,Leukotriene D4,3.0
DTXSID6040535,C20H32O5,352.224974,"5(S),6(R)-Lipoxin A4",1.0
DTXSID6040537,C21H31N3O5,405.226371,Lisinopril,3.0
